address,lat,lng
333D ANCHORVALE LINK,1.394172,103.892174
239 SERANGOON AVE 2,1.3533056,103.8684124
232 SERANGOON AVE 3,1.3547502,103.8687068
234 SERANGOON AVE 3,1.3548024,103.8695606
142 LOR 2 TOA PAYOH,1.3357229,103.8450399
216 MARSILING LANE,1.4471161,103.7721794
170 WOODLANDS ST 11,1.4336197,103.7763951
880 WOODLANDS ST 82,1.4444434,103.7926492
414 WOODLANDS ST 41,1.4280521,103.7733847
786D WOODLANDS DR 60,1.4470369,103.800375
770 WOODLANDS DR 60,1.4466226,103.7985786
757 WOODLANDS AVE 4,1.4462068,103.7945943
629 WOODLANDS RING RD,1.4342008,103.8012952
311 ANG MO KIO AVE 3,1.3666221,103.8488218
312 ANG MO KIO AVE 3,1.3662195,103.8487765
430 ANG MO KIO AVE 3,1.3689993,103.8525585
431 ANG MO KIO AVE 10,1.3682646,103.8529208
402 ANG MO KIO AVE 10,1.3615485,103.8552309
520 ANG MO KIO AVE 5,1.373385,103.851224
459 ANG MO KIO AVE 10,1.367091,103.8593981
642 ANG MO KIO AVE 5,1.3779366,103.8404202
729 ANG MO KIO AVE 6,1.3738738,103.8459457
648 ANG MO KIO AVE 5,1.3782826,103.8438623
460 ANG MO KIO AVE 10,1.3663606,103.8590357
714 ANG MO KIO AVE 6,1.371088,103.8462175
553 ANG MO KIO AVE 10,1.3725614,103.8572692
545 ANG MO KIO AVE 10,1.3732261,103.8563633
171 ANG MO KIO AVE 4,1.3749981,103.8354837
352 ANG MO KIO ST 32,1.3646305,103.8506424
596B ANG MO KIO ST 52,1.371907,103.8539518
700B ANG MO KIO AVE 6,1.3694784,103.8458551
309A ANG MO KIO ST 31,1.365018,103.845287
315B ANG MO KIO ST 31,1.364145,103.847474
310B ANG MO KIO AVE 1,1.3646976,103.8442059
506 BEDOK NTH AVE 3,1.3322117,103.9337498
505 BEDOK NTH AVE 3,1.331848,103.9333872
414 BEDOK NTH AVE 2,1.3300765,103.9297163
413 BEDOK NTH AVE 2,1.3303619,103.9309852
405 BEDOK NTH AVE 3,1.3286977,103.9341123
52 CHAI CHEE ST,1.3287732,103.9209698
51 CHAI CHEE ST,1.3289128,103.9221481
112 BEDOK RESERVOIR RD,1.3297122,103.9103661
104 BEDOK RESERVOIR RD,1.3292763,103.9098223
109 LENGKONG TIGA,1.3246615,103.9107286
112 LENGKONG TIGA,1.3234906,103.9112673
103 LENGKONG TIGA,1.3259058,103.910638
804 CHAI CHEE RD,1.3245967,103.9220574
805 CHAI CHEE RD,1.3245266,103.9215136
25 CHAI CHEE RD,1.323801,103.9241597
646 JLN TENAGA,1.3313262,103.9064035
647 JLN TENAGA,1.3317626,103.905785
653 JLN TENAGA,1.3330212,103.9075567
660 JLN TENAGA,1.3344959,103.9068372
613B BEDOK RESERVOIR RD,1.333107,103.9180696
181 BEDOK NTH RD,1.326799,103.9411949
168 BISHAN ST 13,1.3473107,103.8541891
103 BISHAN ST 12,1.3455143,103.8483009
192 BISHAN ST 13,1.348991,103.851182
179 BISHAN ST 13,1.3485509,103.8518879
183 BISHAN ST 13,1.3504693,103.8524679
190 BISHAN ST 13,1.3505452,103.852015
117 BISHAN ST 12,1.3469693,103.8499396
128 BISHAN ST 12,1.3459416,103.8503844
157 BISHAN ST 13,1.3459049,103.8567256
141 BISHAN ST 12,1.3451189,103.8533738
158 BISHAN ST 13,1.3464932,103.8562727
165 BISHAN ST 13,1.3489459,103.856318
163 BISHAN ST 13,1.3479208,103.856318
164 BISHAN ST 13,1.3484712,103.8560915
453 SIN MING AVE,1.3591695,103.8299133
187 BT BATOK WEST AVE 6,1.346558,103.7447135
286 BT BATOK EAST AVE 3,1.3464285,103.7581229
190 BT BATOK WEST AVE 6,1.3455259,103.7458899
289D BT BATOK ST 25,1.3434832,103.7592567
288G BT BATOK ST 25,1.3451175,103.7596038
189 BT BATOK WEST AVE 6,1.3458157,103.7464331
192 BT BATOK WEST AVE 6,1.345697,103.7447811
289C BT BATOK ST 25,1.3436141,103.7599202
623 BT BATOK CTRL,1.3508713,103.7493985
290F BT BATOK ST 24,1.3433277,103.7575647
290D BT BATOK EAST AVE 3,1.3445066,103.7575668
291D BT BATOK ST 24,1.3434866,103.7553921
290A BT BATOK ST 24,1.3430274,103.7565588
291C BT BATOK ST 24,1.3429022,103.7551205
390 BT BATOK WEST AVE 5,1.3653291,103.7524912
387 BT BATOK WEST AVE 5,1.3648976,103.7525889
393 BT BATOK WEST AVE 5,1.366553,103.7532793
388 BT BATOK WEST AVE 5,1.3648491,103.7520816
389 BT BATOK WEST AVE 5,1.3653721,103.7522773
87 ZION RD,1.2907508,103.8327447
117 BT MERAH CTRL,1.2837249,103.8154498
116 BT MERAH CTRL,1.2839699,103.8149968
140 JLN BT MERAH,1.2782374,103.8296416
1 DELTA AVE,1.2921357,103.8285547
87 REDHILL CL,1.2867371,103.8196336
82 REDHILL LANE,1.2874326,103.8194978
126 BT MERAH VIEW,1.2845563,103.8239356
134 JLN BT MERAH,1.2789612,103.8276263
84 TELOK BLANGAH HTS,1.2769561,103.8099886
36 JLN RUMAH TINGGI,1.288588,103.8089019
120 KIM TIAN PL,1.2829258,103.8279207
69 REDHILL CL,1.2870113,103.816328
121A KIM TIAN PL,1.282705,103.8281924
121 KIM TIAN PL,1.2827761,103.8285547
131B KIM TIAN RD,1.2809123,103.8282723
19 CANTONMENT CL,1.2738915,103.8389936
88 TELOK BLANGAH HTS,1.2774773,103.808268
16 CANTONMENT CL,1.2739211,103.8402617
118C JLN MEMBINA,1.2823678,103.8263583
13 CANTONMENT CL,1.2746874,103.8404881
118B JLN MEMBINA,1.2820389,103.8260912
17 CANTONMENT CL,1.2738137,103.8398541
23 JLN MEMBINA,1.2848647,103.826781
74A REDHILL RD,1.288057,103.816181
8B BOON TIONG RD,1.2870984,103.8303435
6B BOON TIONG RD,1.2866383,103.8309096
109A DEPOT RD,1.2809776,103.8095416
111A DEPOT RD,1.2811278,103.8088168
27B JLN MEMBINA,1.2822142,103.8245988
110 GANGSA RD,1.3780714,103.7679754
246 BANGKIT RD,1.381395,103.7730679
277 BANGKIT RD,1.3761257,103.7747655
248 BANGKIT RD,1.3814054,103.7744033
235 BT PANJANG RING RD,1.3784741,103.7711667
418 FAJAR RD,1.3842971,103.7688807
425 FAJAR RD,1.3859247,103.7694918
410 SAUJANA RD,1.3824735,103.7673417
437 FAJAR RD,1.382314,103.7695145
450 BT PANJANG RING RD,1.3845695,103.7724115
448 BT PANJANG RING RD,1.3837066,103.7719217
516 JELAPANG RD,1.3872943,103.7672738
512 JELAPANG RD,1.3873801,103.768247
506 JELAPANG RD,1.3870268,103.7681417
152 GANGSA RD,1.3752426,103.7660064
166 GANGSA RD,1.3776291,103.7652821
515 JELAPANG RD,1.388211,103.7672285
165 GANGSA RD,1.3769156,103.7650784
520 JELAPANG RD,1.3865844,103.7664364
501 JELAPANG RD,1.3834286,103.7669796
153 GANGSA RD,1.3750816,103.76535
529 JELAPANG RD,1.385992,103.7645185
605 SENJA RD,1.38082,103.7618194
533 BT PANJANG RING RD,1.3849693,103.7636979
535 BT PANJANG RING RD,1.3844764,103.7633584
536 JELAPANG RD,1.3842549,103.76363
179 LOMPANG RD,1.3799211,103.7650784
619 BT PANJANG RING RD,1.3858569,103.7623852
621 SENJA RD,1.3860198,103.7627247
624 SENJA RD,1.3861724,103.7617289
623 SENJA RD,1.3862425,103.762272
615 BT PANJANG RING RD,1.3852717,103.7621589
612 SENJA RD,1.3839756,103.7612762
546B SEGAR RD,1.3888204,103.7698499
546C SEGAR RD,1.3888878,103.7696255
4 TOH YI DR,1.3384688,103.7747655
14 TOH YI DR,1.339067,103.7725926
9 TOH YI DR,1.338329,103.7735885
672B KLANG LANE,1.3089683,103.8529137
13 TECK WHYE LANE,1.3789492,103.7558447
14 TECK WHYE LANE,1.3785104,103.7556637
141 TECK WHYE LANE,1.3803795,103.7526085
132 CHOA CHU KANG AVE 1,1.3811045,103.750866
223 CHOA CHU KANG CTRL,1.381875,103.7445298
343 CHOA CHU KANG LOOP,1.3835575,103.7485843
355 CHOA CHU KANG CTRL,1.3830339,103.7438283
250 CHOA CHU KANG AVE 2,1.3793643,103.7453885
417 CHOA CHU KANG AVE 4,1.3830773,103.7414722
552 CHOA CHU KANG ST 52,1.3945911,103.7424705
707 CHOA CHU KANG ST 53,1.390511,103.7472453
752 CHOA CHU KANG NTH 5,1.3923438,103.7473358
501 CHOA CHU KANG ST 51,1.3894906,103.7431041
702 CHOA CHU KANG ST 53,1.3916223,103.7453444
516 CHOA CHU KANG ST 51,1.3905346,103.7432625
504 CHOA CHU KANG ST 51,1.3891451,103.7426289
767 CHOA CHU KANG ST 54,1.393854,103.7492593
155 JLN TECK WHYE,1.378765,103.757114
154 JLN TECK WHYE,1.3796711,103.7577457
162 JLN TECK WHYE,1.3808456,103.7574741
159 JLN TECK WHYE,1.38012,103.7562068
160 JLN TECK WHYE,1.3807787,103.7563879
158 JLN TECK WHYE,1.3798942,103.7572026
156 JLN TECK WHYE,1.3788716,103.7565689
469 CHOA CHU KANG AVE 3,1.3779397,103.7374018
473 CHOA CHU KANG AVE 3,1.3794218,103.7378317
471 CHOA CHU KANG AVE 3,1.3788395,103.7371077
470 CHOA CHU KANG AVE 3,1.378253,103.7371077
474 CHOA CHU KANG AVE 3,1.3787572,103.7386464
666 CHOA CHU KANG CRES,1.4023938,103.7500287
484 CHOA CHU KANG AVE 5,1.3764016,103.7371755
485 CHOA CHU KANG AVE 5,1.3747295,103.7379223
486 CHOA CHU KANG AVE 5,1.3754599,103.7383748
484B CHOA CHU KANG AVE 5,1.3762785,103.7362931
485C CHOA CHU KANG AVE 5,1.3747237,103.7389179
472 CHOA CHU KANG AVE 3,1.3790563,103.7376507
686B CHOA CHU KANG CRES,1.4045482,103.7485578
685A CHOA CHU KANG CRES,1.4040371,103.7477655
686A CHOA CHU KANG CRES,1.4043191,103.7482527
686D CHOA CHU KANG CRES,1.4041467,103.748241
683C CHOA CHU KANG CRES,1.4046887,103.7463523
689B CHOA CHU KANG DR,1.4030553,103.7498024
684D CHOA CHU KANG CRES,1.4046127,103.7468048
684C CHOA CHU KANG CRES,1.4045361,103.747348
685B CHOA CHU KANG CRES,1.403712,103.748109
687A CHOA CHU KANG DR,1.4044936,103.7501072
691B CHOA CHU KANG CRES,1.4015599,103.7514997
692A CHOA CHU KANG CRES,1.401093,103.751315
690A CHOA CHU KANG CRES,1.4028507,103.7517119
414 COMMONWEALTH AVE WEST,1.3116203,103.7715967
413 COMMONWEALTH AVE WEST,1.3113665,103.7711893
338 CLEMENTI AVE 2,1.3161701,103.7694239
605 CLEMENTI WEST ST 1,1.3053474,103.7679754
604 CLEMENTI WEST ST 1,1.3054231,103.7675227
606 CLEMENTI WEST ST 1,1.3048352,103.7679754
724 CLEMENTI WEST ST 2,1.303617,103.7633584
103 CLEMENTI ST 14,1.322679,103.76883
101 CLEMENTI ST 14,1.322102,103.7688807
458 CLEMENTI AVE 3,1.3115735,103.766889
416 CLEMENTI AVE 1,1.3103778,103.7713251
7 HAIG RD,1.3137743,103.8968623
6 HAIG RD,1.3131516,103.8972715
120 PAYA LEBAR WAY,1.3226178,103.8842681
123 PAYA LEBAR WAY,1.3229161,103.8832714
23 HAIG RD,1.3136014,103.8953659
123 GEYLANG EAST CTRL,1.3181828,103.8854926
125 ALJUNIED RD,1.3233639,103.8817311
42 CIRCUIT RD,1.3272883,103.8864427
29 BALAM RD,1.3302133,103.8868052
28 CASSIA CRES,1.3090145,103.8836338
56 CASSIA CRES,1.3102916,103.8831333
1 PINE CL,1.3079191,103.8832694
3 PINE CL,1.3071126,103.883266
45 JLN TIGA,1.3086411,103.8845402
245 HOUGANG ST 22,1.3584424,103.8916077
409 HOUGANG AVE 10,1.3738024,103.8951417
339 HOUGANG AVE 7,1.3701195,103.8985851
249 HOUGANG AVE 3,1.3596597,103.8917267
707 HOUGANG AVE 2,1.3662771,103.888776
610 HOUGANG AVE 8,1.3703453,103.8851742
641 HOUGANG AVE 8,1.3713256,103.8800975
643 HOUGANG AVE 8,1.3715437,103.8806396
420 HOUGANG AVE 10,1.375824,103.8946502
443 HOUGANG AVE 8,1.3795202,103.8933519
546 HOUGANG ST 51,1.378947,103.891757
460 HOUGANG AVE 10,1.3732924,103.8946886
465 UPP SERANGOON RD,1.3720352,103.8966821
502 HOUGANG AVE 8,1.3727349,103.8868168
650 HOUGANG AVE 8,1.3721289,103.8814543
690 HOUGANG ST 61,1.3769353,103.8857179
53 TEBAN GDNS RD,1.3214003,103.7375602
52 TEBAN GDNS RD,1.3210348,103.7374697
419 JURONG WEST ST 42,1.3509993,103.7271779
420 JURONG WEST ST 42,1.3506148,103.7271552
685 RACE COURSE RD,1.3139721,103.8567281
123 MCNAIR RD,1.3184036,103.8565671
120 MCNAIR RD,1.3193164,103.8568841
204 SERANGOON CTRL,1.3524705,103.8732135
233 SERANGOON AVE 3,1.3551271,103.8691367
238 SERANGOON AVE 2,1.3535216,103.8690466
243 SERANGOON AVE 2,1.3529374,103.8687748
210 SERANGOON CTRL,1.354907,103.873555
245 SERANGOON AVE 2,1.3524077,103.8691607
327 SERANGOON AVE 3,1.3506142,103.8684803
330 SERANGOON AVE 3,1.3499305,103.8695902
331 SERANGOON AVE 3,1.3500005,103.8701338
203 SERANGOON CTRL,1.3519606,103.873033
328 SERANGOON AVE 3,1.3503227,103.8682538
332 SERANGOON AVE 3,1.3510256,103.8701338
335 SERANGOON AVE 3,1.3495933,103.8708877
246 SERANGOON AVE 3,1.3519807,103.8695902
242 SERANGOON AVE 3,1.3526576,103.8696581
324 SERANGOON AVE 3,1.3512714,103.8687974
143 SERANGOON NTH AVE 1,1.3674066,103.8730323
334 SERANGOON AVE 3,1.3501617,103.8707453
144 SERANGOON NTH AVE 1,1.3677728,103.8729417
147 SERANGOON NTH AVE 1,1.3685077,103.87267
832 TAMPINES ST 82,1.3500963,103.935336
838 TAMPINES ST 82,1.3507914,103.9353813
419 TAMPINES ST 41,1.3582652,103.9467122
425 TAMPINES ST 41,1.3590626,103.948072
449 TAMPINES ST 42,1.3570683,103.9510635
443 TAMPINES ST 43,1.3588843,103.952023
856 TAMPINES ST 82,1.3534941,103.9363784
470 TAMPINES ST 44,1.3608544,103.9545991
409 TAMPINES ST 41,1.3591539,103.9449899
461 TAMPINES ST 44,1.3588793,103.9543271
841 TAMPINES ST 83,1.3515282,103.9345656
440 TAMPINES ST 43,1.3607989,103.9516074
462 TAMPINES ST 44,1.3589482,103.9550523
459 TAMPINES ST 42,1.3583684,103.9540551
150 SIMEI ST 1,1.3461994,103.9571374
414 TAMPINES ST 41,1.3598054,103.946259
433 TAMPINES ST 43,1.3590631,103.9510862
130 SIMEI ST 1,1.3462858,103.954871
451 TAMPINES ST 42,1.3565382,103.9540551
855 TAMPINES ST 83,1.3534994,103.935472
127 SIMEI ST 1,1.3466001,103.9543044
133 SIMEI ST 1,1.347368,103.9556061
455 TAMPINES ST 42,1.3573993,103.9538965
145 SIMEI ST 2,1.3447458,103.955415
124 SIMEI ST 1,1.3460042,103.9529673
142 SIMEI ST 2,1.345406,103.955143
112 SIMEI ST 1,1.3429686,103.9495451
114 SIMEI ST 1,1.3437502,103.9504289
138 SIMEI ST 1,1.3472804,103.9568881
136 SIMEI ST 1,1.3479607,103.9563215
154 SIMEI ST 1,1.3448831,103.9569561
337 WOODLANDS AVE 1,1.4308698,103.7820085
334 WOODLANDS ST 32,1.4300719,103.7804694
347 WOODLANDS AVE 3,1.4332206,103.7816464
854 WOODLANDS ST 83,1.4398278,103.7930512
853 WOODLANDS ST 83,1.4393791,103.7931121
855 WOODLANDS ST 83,1.4400784,103.7934739
845 WOODLANDS ST 82,1.4427677,103.7927834
321 WOODLANDS ST 32,1.4318416,103.7791113
843 WOODLANDS ST 82,1.4431347,103.7927834
842 WOODLANDS ST 82,1.4434725,103.7926349
840 WOODLANDS ST 82,1.4438674,103.7922546
428 WOODLANDS ST 41,1.4269643,103.7725926
436 WOODLANDS ST 41,1.4265852,103.7745844
429 WOODLANDS ST 41,1.4265974,103.7725926
437 WOODLANDS ST 41,1.4269516,103.7746749
260 YISHUN ST 22,1.4355185,103.8392132
754 YISHUN ST 72,1.4269573,103.8337174
727 YISHUN ST 71,1.4262746,103.830956
249 YISHUN AVE 9,1.4351991,103.8417789
245 YISHUN AVE 9,1.4343913,103.8418695
762 YISHUN ST 72,1.425762,103.833829
764 YISHUN ST 72,1.4254389,103.833811
766 YISHUN AVE 3,1.4247399,103.833778
244 YISHUN RING RD,1.4340102,103.8410974
721 YISHUN ST 71,1.4261063,103.828917
720 YISHUN ST 71,1.4263791,103.8286864
768 YISHUN AVE 3,1.424375,103.833781
247 YISHUN AVE 9,1.4349957,103.842028
772 YISHUN AVE 3,1.423719,103.8324504
756 YISHUN ST 72,1.4266468,103.8331547
110 YISHUN RING RD,1.4336617,103.8292793
776 YISHUN AVE 2,1.4225615,103.8339195
120 YISHUN RING RD,1.4348902,103.8293925
635 YISHUN ST 61,1.419232,103.838709
773 YISHUN AVE 3,1.4232207,103.8329022
632 YISHUN ST 61,1.4184883,103.8390615
785 YISHUN AVE 2,1.4214605,103.8337366
408 YISHUN AVE 6,1.4262799,103.8484821
329 BT BATOK ST 33,1.363312,103.7476978
412 SAUJANA RD,1.3829803,103.7681769
325 SERANGOON AVE 3,1.3509253,103.8687944
169 BEDOK STH AVE 3,1.3203356,103.9449444
347 UBI AVE 1,1.3257118,103.8998085
676 HOUGANG AVE 8,1.3716708,103.8839963
30 JLN BAHAGIA,1.3257668,103.8581751
146 SERANGOON NTH AVE 1,1.3682021,103.8727501
349 WOODLANDS AVE 3,1.4333629,103.7823707
112 YISHUN RING RD,1.434258,103.828858
794 YISHUN RING RD,1.420062,103.83206
104 HENDERSON CRES,1.2894146,103.8214223
101 HENDERSON CRES,1.2907844,103.8216714
103 HENDERSON CRES,1.2898163,103.8215129
17 TIONG BAHRU RD,1.2857377,103.8331156
102 HENDERSON CRES,1.2904366,103.8217393
17 SENG POH RD,1.2853186,103.8332181
35 CIRCUIT RD,1.3291935,103.8859897
36 CIRCUIT RD,1.329042,103.8868958
9 SELEGIE RD,1.3034202,103.8509279
6 BEACH RD,1.3040014,103.8644264
366 YISHUN RING RD,1.4291567,103.8459457
398 YISHUN RING RD,1.4279061,103.8464892
861 YISHUN AVE 4,1.4173841,103.8396956
353 YISHUN RING RD,1.4261543,103.8450399
354 YISHUN RING RD,1.4257863,103.845221
365 YISHUN RING RD,1.429253,103.8451984
778 YISHUN AVE 2,1.422214,103.833668
397 YISHUN AVE 6,1.4278283,103.8472139
641 YISHUN ST 61,1.4207865,103.8380878
415 YISHUN AVE 11,1.4246239,103.8457337
932 YISHUN CTRL 1,1.426375,103.836995
930 YISHUN CTRL 1,1.4266422,103.8372499
412 YISHUN RING RD,1.425635,103.847015
926 YISHUN CTRL 1,1.4278856,103.837884
330 YISHUN RING RD,1.4310127,103.842413
309 YISHUN RING RD,1.4323407,103.8412354
296 YISHUN ST 20,1.4353741,103.8354275
115A YISHUN RING RD,1.4333072,103.8275806
449 YISHUN RING RD,1.4227716,103.8442784
443 YISHUN AVE 11,1.4236599,103.8449175
451 YISHUN RING RD,1.4220824,103.8446537
446 YISHUN AVE 11,1.4228305,103.8451231
450 YISHUN RING RD,1.422128,103.844128
452 YISHUN RING RD,1.4220478,103.8447681
445 YISHUN AVE 11,1.4232081,103.844655
442 YISHUN AVE 11,1.423363,103.845473
457 YISHUN ST 41,1.420422,103.84555
453 YISHUN ST 41,1.4198734,103.8456245
454 YISHUN ST 41,1.419757,103.8451524
456 YISHUN ST 41,1.4202266,103.8443003
455 YISHUN ST 41,1.419979,103.844368
458 YISHUN AVE 11,1.4207919,103.8462175
426C YISHUN AVE 11,1.4231527,103.8463228
336A YISHUN ST 31,1.4312035,103.8448307
428B YISHUN AVE 11,1.4221474,103.847516
429B YISHUN AVE 11,1.4217127,103.8492373
351 ANG MO KIO ST 32,1.3643243,103.8502938
111 LENGKONG TIGA,1.3241496,103.9111766
183 BEDOK NTH RD,1.3264819,103.9415597
445 SIN MING AVE,1.35872,103.8316342
267 BISHAN ST 24,1.3576108,103.842631
243 BISHAN ST 22,1.3610015,103.8446233
214 BISHAN ST 23,1.357525,103.8483894
229 BISHAN ST 23,1.35761,103.8461269
169 BT BATOK WEST AVE 8,1.3465794,103.7410023
178 BT BATOK WEST AVE 8,1.3460577,103.7425409
211 BT BATOK ST 21,1.3463788,103.750416
341 BT BATOK ST 34,1.3627906,103.7491461
350 BT BATOK ST 34,1.3616914,103.7491461
345 BT BATOK ST 34,1.3628539,103.750866
343 BT BATOK ST 34,1.3624242,103.7491461
115 BT PURMEI RD,1.2754806,103.8269273
123 KIM TIAN RD,1.2838149,103.8291208
63A LENGKOK BAHRU,1.2897957,103.8153318
75C REDHILL RD,1.2890041,103.8163053
251 BANGKIT RD,1.3803091,103.7738601
257 BANGKIT RD,1.3785541,103.7731358
436 FAJAR RD,1.3822549,103.7702161
514 JELAPANG RD,1.3876049,103.7674322
177 LOMPANG RD,1.380238,103.765222
16 TOH YI DR,1.3394342,103.7724115
12 TOH YI DR,1.3384138,103.7727743
671B KLANG LANE,1.309293,103.85259
113 TECK WHYE LANE,1.3779522,103.750866
237 CHOA CHU KANG CTRL,1.3794328,103.748422
288 CHOA CHU KANG AVE 3,1.3789622,103.7411807
230 CHOA CHU KANG CTRL,1.3803435,103.7462722
283 CHOA CHU KANG AVE 3,1.3796847,103.742991
413 CHOA CHU KANG AVE 3,1.381373,103.7426289
402 CHOA CHU KANG AVE 3,1.379211,103.7393931
248 CHOA CHU KANG AVE 2,1.3790068,103.7460685
346 CHOA CHU KANG LOOP,1.3835597,103.7448013
432 CHOA CHU KANG AVE 4,1.3846223,103.7417917
408 CHOA CHU KANG AVE 3,1.3804311,103.7407281
354 CHOA CHU KANG CTRL,1.3825953,103.743602
505 CHOA CHU KANG ST 51,1.389056,103.742199
762 CHOA CHU KANG NTH 5,1.3924096,103.748603
446 CHOA CHU KANG AVE 4,1.3808212,103.7367456
484D CHOA CHU KANG AVE 5,1.375172,103.7374697
485A CHOA CHU KANG AVE 5,1.3746541,103.7382843
483 CHOA CHU KANG AVE 5,1.3758855,103.7376734
684B CHOA CHU KANG CRES,1.4038764,103.7472574
610 CLEMENTI WEST ST 1,1.3049033,103.7688807
314 UBI AVE 1,1.3293122,103.9035693
351 UBI AVE 1,1.3255966,103.90076
33 EUNOS CRES,1.3202551,103.9007603
306 HOUGANG AVE 5,1.3672084,103.8954135
236 HOUGANG AVE 1,1.3577993,103.8888893
629 HOUGANG AVE 8,1.3698577,103.8809156
526 HOUGANG AVE 6,1.3743822,103.8900219
433 HOUGANG AVE 8,1.376247,103.8936691
451 HOUGANG AVE 10,1.378848,103.89593
450 HOUGANG AVE 10,1.379302,103.895536
444 HOUGANG AVE 8,1.379503,103.893866
220 HOUGANG ST 21,1.3569834,103.884404
571 HOUGANG ST 51,1.3785318,103.8882347
167 HOUGANG AVE 1,1.3517961,103.888708
930 HOUGANG ST 91,1.3754046,103.8813007
921 HOUGANG ST 91,1.3764316,103.8841775
370 HOUGANG ST 31,1.3637462,103.8894556
317 JURONG EAST ST 31,1.3471872,103.73082
25 TEBAN GDNS RD,1.3220276,103.7413627
432 JURONG WEST ST 42,1.3525323,103.7238032
516 JURONG WEST ST 52,1.345444,103.7201709
430 JURONG WEST AVE 1,1.3519304,103.725707
450 JURONG WEST ST 42,1.3521946,103.7175617
412 JURONG WEST ST 42,1.3533252,103.7260658
914 JURONG WEST ST 91,1.3414562,103.6878931
940 JURONG WEST ST 91,1.343354,103.6889646
953 JURONG WEST ST 91,1.342403,103.690807
728 JURONG WEST AVE 5,1.3461681,103.6977438
980 JURONG WEST ST 93,1.3391514,103.6936695
821 JURONG WEST ST 81,1.3470653,103.6945771
815 JURONG WEST ST 81,1.3453475,103.6957777
722 JURONG WEST AVE 5,1.3437489,103.6980146
833 JURONG WEST ST 81,1.3439167,103.6943048
840 JURONG WEST ST 81,1.3442221,103.6921335
357 YUNG AN RD,1.336689,103.721047
264 BOON LAY DR,1.3461885,103.7069736
764 JURONG WEST ST 74,1.3496806,103.6984683
852 JURONG WEST ST 81,1.3474966,103.6928354
321 TAH CHING RD,1.3373722,103.7243466
648C JURONG WEST ST 61,1.339014,103.697349
472 PASIR RIS DR 6,1.3741653,103.9573188
106 PASIR RIS ST 12,1.3679374,103.9578627
421 PASIR RIS DR 6,1.3711051,103.9546897
428 PASIR RIS DR 6,1.369451,103.956487
515 PASIR RIS ST 52,1.3742648,103.9427846
739 PASIR RIS DR 10,1.3785172,103.9368543
770 PASIR RIS ST 71,1.3752256,103.9360838
109C EDGEDALE PLAINS,1.395182,103.909279
202B PUNGGOL FIELD,1.399083,103.904194
201B PUNGGOL FIELD,1.4001321,103.9039003
30A HOLLAND CL,1.3075803,103.7971977
55 STRATHMORE AVE,1.2933024,103.8094
326 SEMBAWANG CRES,1.4448619,103.8191129
478 SEMBAWANG DR,1.4525509,103.8163053
589C MONTREAL DR,1.4498735,103.824796
237 COMPASSVALE WALK,1.3898246,103.8984841
241 COMPASSVALE WALK,1.3899224,103.8976707
223D COMPASSVALE WALK,1.3893208,103.8975883
225A COMPASSVALE WALK,1.387648,103.898725
307D ANCHORVALE RD,1.3904153,103.8861709
323C SENGKANG EAST WAY,1.3929979,103.8924005
329 SERANGOON AVE 3,1.3496455,103.8682312
540 SERANGOON NTH AVE 4,1.3746619,103.8725794
553 SERANGOON NTH AVE 3,1.3716673,103.8714968
285 TAMPINES ST 22,1.3501387,103.9531032
930 TAMPINES ST 91,1.3459355,103.9396416
234 TAMPINES ST 21,1.3559135,103.9482533
263 TAMPINES ST 21,1.3532622,103.9509729
244 TAMPINES ST 21,1.3537738,103.9471203
141 TAMPINES ST 12,1.3483202,103.9448992
272 TAMPINES ST 22,1.3490946,103.950157
240 TAMPINES ST 21,1.3549408,103.9471854
264 TAMPINES ST 21,1.3528219,103.9511542
469 TAMPINES ST 44,1.3603414,103.9546897
853 TAMPINES ST 83,1.3532825,103.9350188
123 SIMEI ST 1,1.3456346,103.9536018
871 TAMPINES ST 84,1.3543981,103.9331434
859A TAMPINES AVE 5,1.3550951,103.93801
165 SIMEI RD,1.3456028,103.9590413
865 TAMPINES ST 83,1.3538542,103.934271
164 SIMEI RD,1.3461484,103.958117
866 TAMPINES ST 83,1.35431,103.9345656
230C TAMPINES ST 24,1.3556936,103.9514035
489B TAMPINES ST 45,1.361324,103.957485
338 TAMPINES ST 33,1.3518941,103.9595852
339 TAMPINES ST 33,1.3510921,103.9590413
343 TAMPINES ST 33,1.351945,103.961193
321 TAMPINES ST 33,1.350725,103.957397
363 TAMPINES ST 34,1.3554002,103.9608544
348 TAMPINES ST 33,1.3526769,103.9633929
368 TAMPINES ST 34,1.3587853,103.9609678
727 TAMPINES ST 71,1.3562627,103.93554
702 TAMPINES ST 71,1.3561233,103.9374662
729 TAMPINES ST 71,1.3564363,103.9340217
365 TAMPINES ST 34,1.3576164,103.9605598
17 JOO SENG RD,1.3362485,103.8809156
15 JOO SENG RD,1.3353843,103.8801955
62 LOR 4 TOA PAYOH,1.3362748,103.8514672
143 LOR 2 TOA PAYOH,1.3356536,103.843904
336 WOODLANDS AVE 1,1.43043,103.781918
316 WOODLANDS ST 31,1.4314935,103.776033
318 WOODLANDS ST 31,1.4318532,103.77721
345 WOODLANDS ST 32,1.4322764,103.7800167
856 WOODLANDS ST 83,1.4405396,103.7931706
860 WOODLANDS ST 83,1.4394237,103.7939197
354 WOODLANDS AVE 1,1.4323916,103.7851775
353 WOODLANDS AVE 1,1.4318557,103.7851647
